"Date","School","PercentPositiveStudentsYearToDate","PercentActiveCovidStudents","StudentPopulation"
2021-08-22 19:16:04,"ORS Preschool",0,0,185
2021-08-22 19:16:04,"Glenwood Elementary",0,0,359
2021-08-22 19:16:04,"Linden Elementary",2.2,0.8,500
2021-08-22 19:16:04,"Willow Brook Elementary",10.126582278481,3.29113924050633,395
2021-08-22 19:16:04,"Woodland Elementary",0.678733031674208,0,442
2021-08-22 19:16:04,"Jefferson Middle",2.76679841897233,0.527009222661397,759
2021-08-22 19:16:04,"Robertsville Middle",6.60247592847318,3.02613480055021,727
2021-08-22 19:16:04,"Oak Ridge High",1.31147540983607,0.590163934426229,1525
2021-08-22 19:16:04,"Totals for the District",2.97009422367882,1.06513723883654,4882
2021-08-23 01:16:05,"ORS Preschool",0.540540540540541,0.540540540540541,185
2021-08-23 01:16:05,"Glenwood Elementary",1.1142061281337,1.1142061281337,359
2021-08-23 01:16:05,"Linden Elementary",2.2,0.8,500
2021-08-23 01:16:05,"Willow Brook Elementary",10.8860759493671,4.05063291139241,395
2021-08-23 01:16:05,"Woodland Elementary",0.904977375565611,0.226244343891403,442
2021-08-23 01:16:05,"Jefferson Middle",2.76679841897233,0.527009222661397,759
2021-08-23 01:16:05,"Robertsville Middle",7.29023383768913,3.71389270976616,727
2021-08-23 01:16:05,"Oak Ridge High",1.44262295081967,0.721311475409836,1525
2021-08-23 01:16:05,"Totals for the District",3.29782875870545,1.39287177386317,4882
2021-08-23 07:16:04,"ORS Preschool",0.540540540540541,0.540540540540541,185
2021-08-23 07:16:04,"Glenwood Elementary",1.1142061281337,1.1142061281337,359
2021-08-23 07:16:04,"Linden Elementary",2.2,0.8,500
2021-08-23 07:16:04,"Willow Brook Elementary",10.8860759493671,4.05063291139241,395
2021-08-23 07:16:04,"Woodland Elementary",0.904977375565611,0.226244343891403,442
2021-08-23 07:16:04,"Jefferson Middle",2.76679841897233,0.527009222661397,759
2021-08-23 07:16:04,"Robertsville Middle",7.29023383768913,3.71389270976616,727
2021-08-23 07:16:04,"Oak Ridge High",1.44262295081967,0.721311475409836,1525
2021-08-23 07:16:04,"Totals for the District",3.29782875870545,1.39287177386317,4882
2021-08-23 13:16:11,"ORS Preschool",0.540540540540541,0.540540540540541,185
2021-08-23 13:16:11,"Glenwood Elementary",1.1142061281337,1.1142061281337,359
2021-08-23 13:16:11,"Linden Elementary",2.4,0.4,500
2021-08-23 13:16:11,"Willow Brook Elementary",11.1392405063291,2.78481012658228,395
2021-08-23 13:16:11,"Woodland Elementary",0.904977375565611,0.226244343891403,442
2021-08-23 13:16:11,"Jefferson Middle",2.76679841897233,0.395256916996047,759
2021-08-23 13:16:11,"Robertsville Middle",7.42778541953232,3.30123796423659,727
2021-08-23 13:16:11,"Oak Ridge High",1.31147540983607,0.590163934426229,1525
2021-08-23 13:16:11,"Totals for the District",3.31831216714461,1.12658746415404,4882
2021-08-23 19:16:04,"ORS Preschool",1.08108108108108,1.08108108108108,185
2021-08-23 19:16:04,"Glenwood Elementary",1.39275766016713,1.39275766016713,359
2021-08-23 19:16:04,"Linden Elementary",2.4,0.4,500
2021-08-23 19:16:04,"Willow Brook Elementary",11.3924050632911,3.0379746835443,395
2021-08-23 19:16:04,"Woodland Elementary",0.904977375565611,0.226244343891403,442
2021-08-23 19:16:04,"Jefferson Middle",2.89855072463768,0.395256916996047,759
2021-08-23 19:16:04,"Robertsville Middle",7.70288858321871,3.43878954607978,727
2021-08-23 19:16:04,"Oak Ridge High",1.50819672131148,0.655737704918033,1525
2021-08-23 19:16:04,"Totals for the District",3.50266284309709,1.22900450634986,4882
2021-08-24 01:16:06,"ORS Preschool",1.08108108108108,1.08108108108108,185
2021-08-24 01:16:06,"Glenwood Elementary",1.39275766016713,1.39275766016713,359
2021-08-24 01:16:06,"Linden Elementary",2.4,0.4,500
2021-08-24 01:16:06,"Willow Brook Elementary",11.3924050632911,3.0379746835443,395
2021-08-24 01:16:06,"Woodland Elementary",0.904977375565611,0.226244343891403,442
2021-08-24 01:16:06,"Jefferson Middle",2.89855072463768,0.395256916996047,759
2021-08-24 01:16:06,"Robertsville Middle",7.70288858321871,3.43878954607978,727
2021-08-24 01:16:06,"Oak Ridge High",1.50819672131148,0.655737704918033,1525
2021-08-24 01:16:06,"Totals for the District",3.50266284309709,1.22900450634986,4882
2021-08-24 07:16:04,"ORS Preschool",1.08108108108108,1.08108108108108,185
2021-08-24 07:16:04,"Glenwood Elementary",1.39275766016713,1.39275766016713,359
2021-08-24 07:16:04,"Linden Elementary",2.4,0.4,500
2021-08-24 07:16:04,"Willow Brook Elementary",11.3924050632911,3.0379746835443,395
2021-08-24 07:16:04,"Woodland Elementary",0.904977375565611,0.226244343891403,442
2021-08-24 07:16:04,"Jefferson Middle",2.89855072463768,0.395256916996047,759
2021-08-24 07:16:04,"Robertsville Middle",7.70288858321871,3.43878954607978,727
2021-08-24 07:16:04,"Oak Ridge High",1.50819672131148,0.655737704918033,1525
2021-08-24 07:16:04,"Totals for the District",3.50266284309709,1.22900450634986,4882
2021-08-24 13:16:04,"ORS Preschool",1.08108108108108,1.08108108108108,185
2021-08-24 13:16:04,"Glenwood Elementary",1.39275766016713,1.39275766016713,359
2021-08-24 13:16:04,"Linden Elementary",2.4,0.4,500
2021-08-24 13:16:04,"Willow Brook Elementary",11.3924050632911,3.0379746835443,395
2021-08-24 13:16:04,"Woodland Elementary",0.904977375565611,0.226244343891403,442
2021-08-24 13:16:04,"Jefferson Middle",3.16205533596838,0.658761528326746,759
2021-08-24 13:16:04,"Robertsville Middle",7.70288858321871,3.43878954607978,727
2021-08-24 13:16:04,"Oak Ridge High",1.50819672131148,0.655737704918033,1525
2021-08-24 13:16:04,"Totals for the District",3.54362965997542,1.26997132322819,4882
2021-08-24 19:16:06,"ORS Preschool",1.08108108108108,1.08108108108108,185
2021-08-24 19:16:06,"Glenwood Elementary",1.39275766016713,1.39275766016713,359
2021-08-24 19:16:06,"Linden Elementary",2.4,0.4,500
2021-08-24 19:16:06,"Willow Brook Elementary",11.3924050632911,3.0379746835443,395
2021-08-24 19:16:06,"Woodland Elementary",0.904977375565611,0.226244343891403,442
2021-08-24 19:16:06,"Jefferson Middle",3.16205533596838,0.658761528326746,759
2021-08-24 19:16:06,"Robertsville Middle",8.39064649243466,4.12654745529574,727
2021-08-24 19:16:06,"Oak Ridge High",1.57377049180328,0.721311475409836,1525
2021-08-24 19:16:06,"Totals for the District",3.66653011061041,1.39287177386317,4882
2021-08-25 01:16:05,"ORS Preschool",1.08108108108108,1.08108108108108,185
2021-08-25 01:16:05,"Glenwood Elementary",1.39275766016713,1.39275766016713,359
2021-08-25 01:16:05,"Linden Elementary",2.4,0.4,500
2021-08-25 01:16:05,"Willow Brook Elementary",11.3924050632911,3.0379746835443,395
2021-08-25 01:16:05,"Woodland Elementary",0.904977375565611,0.226244343891403,442
2021-08-25 01:16:05,"Jefferson Middle",3.16205533596838,0.658761528326746,759
2021-08-25 01:16:05,"Robertsville Middle",8.39064649243466,4.12654745529574,727
2021-08-25 01:16:05,"Oak Ridge High",1.57377049180328,0.721311475409836,1525
2021-08-25 01:16:05,"Secret City Academy",4,0,50
2021-08-25 01:16:05,"Totals for the District",3.66653011061041,1.39287177386317,4882
2021-08-25 07:16:03,"ORS Preschool",1.08108108108108,1.08108108108108,185
2021-08-25 07:16:03,"Glenwood Elementary",1.39275766016713,1.39275766016713,359
2021-08-25 07:16:03,"Linden Elementary",2.4,0.4,500
2021-08-25 07:16:03,"Willow Brook Elementary",11.3924050632911,3.0379746835443,395
2021-08-25 07:16:03,"Woodland Elementary",0.904977375565611,0.226244343891403,442
2021-08-25 07:16:03,"Jefferson Middle",3.16205533596838,0.658761528326746,759
2021-08-25 07:16:03,"Robertsville Middle",8.39064649243466,4.12654745529574,727
2021-08-25 07:16:03,"Oak Ridge High",1.57377049180328,0.721311475409836,1525
2021-08-25 07:16:03,"Secret City Academy",4,0,50
2021-08-25 07:16:03,"Totals for the District",3.66653011061041,1.39287177386317,4882
2021-08-25 13:16:04,"ORS Preschool",1.08108108108108,1.08108108108108,185
2021-08-25 13:16:04,"Glenwood Elementary",1.39275766016713,1.39275766016713,359
2021-08-25 13:16:04,"Linden Elementary",2.6,0.6,500
2021-08-25 13:16:04,"Willow Brook Elementary",11.3924050632911,3.0379746835443,395
2021-08-25 13:16:04,"Woodland Elementary",0.904977375565611,0.226244343891403,442
2021-08-25 13:16:04,"Jefferson Middle",3.29380764163373,0.527009222661397,759
2021-08-25 13:16:04,"Robertsville Middle",8.39064649243466,3.85144429160935,727
2021-08-25 13:16:04,"Oak Ridge High",1.57377049180328,0.721311475409836,1525
2021-08-25 13:16:04,"Secret City Academy",4,0,50
2021-08-25 13:16:04,"Totals for the District",3.70749692748873,1.35190495698484,4882
2021-08-25 19:16:05,"ORS Preschool",1.08108108108108,1.08108108108108,185
2021-08-25 19:16:05,"Glenwood Elementary",1.67130919220056,1.67130919220056,359
2021-08-25 19:16:05,"Linden Elementary",2.6,0.6,500
2021-08-25 19:16:05,"Willow Brook Elementary",11.6455696202532,2.78481012658228,395
2021-08-25 19:16:05,"Woodland Elementary",0.904977375565611,0.226244343891403,442
2021-08-25 19:16:05,"Jefferson Middle",3.42555994729908,0.131752305665349,759
2021-08-25 19:16:05,"Robertsville Middle",8.80330123796424,3.02613480055021,727
2021-08-25 19:16:05,"Oak Ridge High",1.63934426229508,0.786885245901639,1525
2021-08-25 19:16:05,"Secret City Academy",4,0,50
2021-08-25 19:16:05,"Totals for the District",3.85088078656288,1.18803768947153,4882
2021-08-26 01:16:06,"ORS Preschool",1.08108108108108,1.08108108108108,185
2021-08-26 01:16:06,"Glenwood Elementary",1.67130919220056,1.67130919220056,359
2021-08-26 01:16:06,"Linden Elementary",2.6,0.6,500
2021-08-26 01:16:06,"Willow Brook Elementary",11.6455696202532,2.78481012658228,395
2021-08-26 01:16:06,"Woodland Elementary",0.904977375565611,0.226244343891403,442
2021-08-26 01:16:06,"Jefferson Middle",3.42555994729908,0.131752305665349,759
2021-08-26 01:16:06,"Robertsville Middle",8.80330123796424,3.02613480055021,727
2021-08-26 01:16:06,"Oak Ridge High",1.63934426229508,0.786885245901639,1525
2021-08-26 01:16:06,"Secret City Academy",4,0,50
2021-08-26 01:16:06,"Totals for the District",3.85088078656288,1.18803768947153,4882
2021-08-26 07:16:04,"ORS Preschool",1.08108108108108,1.08108108108108,185
2021-08-26 07:16:04,"Glenwood Elementary",1.67130919220056,1.67130919220056,359
2021-08-26 07:16:04,"Linden Elementary",2.6,0.6,500
2021-08-26 07:16:04,"Willow Brook Elementary",11.6455696202532,2.78481012658228,395
2021-08-26 07:16:04,"Woodland Elementary",0.904977375565611,0.226244343891403,442
2021-08-26 07:16:04,"Jefferson Middle",3.42555994729908,0.131752305665349,759
2021-08-26 07:16:04,"Robertsville Middle",8.80330123796424,3.02613480055021,727
2021-08-26 07:16:04,"Oak Ridge High",1.63934426229508,0.786885245901639,1525
2021-08-26 07:16:04,"Secret City Academy",4,0,50
2021-08-26 07:16:04,"Totals for the District",3.85088078656288,1.18803768947153,4882
2021-08-26 13:16:03,"ORS Preschool",1.08108108108108,1.08108108108108,185
2021-08-26 13:16:03,"Glenwood Elementary",1.67130919220056,1.67130919220056,359
2021-08-26 13:16:03,"Linden Elementary",2.6,0.6,500
2021-08-26 13:16:03,"Willow Brook Elementary",11.6455696202532,2.78481012658228,395
2021-08-26 13:16:03,"Woodland Elementary",0.904977375565611,0.226244343891403,442
2021-08-26 13:16:03,"Jefferson Middle",3.55731225296443,0.263504611330698,759
2021-08-26 13:16:03,"Robertsville Middle",8.80330123796424,3.02613480055021,727
2021-08-26 13:16:03,"Oak Ridge High",1.63934426229508,0.786885245901639,1525
2021-08-26 13:16:03,"Secret City Academy",4,0,50
2021-08-26 13:16:03,"Totals for the District",3.87136419500205,1.20852109791069,4882
2021-08-26 19:16:05,"ORS Preschool",1.08108108108108,1.08108108108108,185
2021-08-26 19:16:05,"Glenwood Elementary",2.50696378830084,2.50696378830084,359
2021-08-26 19:16:05,"Linden Elementary",2.6,0.4,500
2021-08-26 19:16:05,"Willow Brook Elementary",11.6455696202532,0.759493670886076,395
2021-08-26 19:16:05,"Woodland Elementary",0.904977375565611,0.226244343891403,442
2021-08-26 19:16:05,"Jefferson Middle",3.55731225296443,0.131752305665349,759
2021-08-26 19:16:05,"Robertsville Middle",9.07840440165062,2.47592847317744,727
2021-08-26 19:16:05,"Oak Ridge High",1.77049180327869,0.852459016393443,1525
2021-08-26 19:16:05,"Secret City Academy",4,0,50
2021-08-26 19:16:05,"Totals for the District",4.0147480540762,1.00368701351905,4882
2021-08-27 01:16:05,"ORS Preschool",1.08108108108108,1.08108108108108,185
2021-08-27 01:16:05,"Glenwood Elementary",2.50696378830084,2.50696378830084,359
2021-08-27 01:16:05,"Linden Elementary",2.6,0.4,500
2021-08-27 01:16:05,"Willow Brook Elementary",11.6455696202532,0.759493670886076,395
2021-08-27 01:16:05,"Woodland Elementary",0.904977375565611,0.226244343891403,442
2021-08-27 01:16:05,"Jefferson Middle",3.55731225296443,0.131752305665349,759
2021-08-27 01:16:05,"Robertsville Middle",9.07840440165062,2.47592847317744,727
2021-08-27 01:16:05,"Oak Ridge High",1.77049180327869,0.852459016393443,1525
2021-08-27 01:16:05,"Secret City Academy",4,0,50
2021-08-27 01:16:05,"Totals for the District",4.0147480540762,1.00368701351905,4882
2021-08-27 07:16:06,"ORS Preschool",1.08108108108108,1.08108108108108,185
2021-08-27 07:16:06,"Glenwood Elementary",2.50696378830084,2.50696378830084,359
2021-08-27 07:16:06,"Linden Elementary",2.6,0.4,500
2021-08-27 07:16:06,"Willow Brook Elementary",11.6455696202532,0.759493670886076,395
2021-08-27 07:16:06,"Woodland Elementary",0.904977375565611,0.226244343891403,442
2021-08-27 07:16:06,"Jefferson Middle",3.55731225296443,0.131752305665349,759
2021-08-27 07:16:06,"Robertsville Middle",9.07840440165062,2.47592847317744,727
2021-08-27 07:16:06,"Oak Ridge High",1.77049180327869,0.852459016393443,1525
2021-08-27 07:16:06,"Secret City Academy",4,0,50
2021-08-27 07:16:06,"Totals for the District",4.0147480540762,1.00368701351905,4882
2021-08-27 13:16:04,"ORS Preschool",1.08108108108108,1.08108108108108,185
2021-08-27 13:16:04,"Glenwood Elementary",2.78551532033426,2.78551532033426,359
2021-08-27 13:16:04,"Linden Elementary",2.6,0.4,500
2021-08-27 13:16:04,"Willow Brook Elementary",11.6455696202532,0.759493670886076,395
2021-08-27 13:16:04,"Woodland Elementary",1.35746606334842,0.678733031674208,442
2021-08-27 13:16:04,"Jefferson Middle",3.82081686429513,0.263504611330698,759
2021-08-27 13:16:04,"Robertsville Middle",9.21595598349381,2.61348005502063,727
2021-08-27 13:16:04,"Oak Ridge High",2.0327868852459,1.11475409836066,1525
2021-08-27 13:16:04,"Secret City Academy",4,0,50
2021-08-27 13:16:04,"Totals for the District",4.21958213846784,1.18803768947153,4882
2021-08-27 19:16:04,"ORS Preschool",1.08108108108108,0,185
2021-08-27 19:16:04,"Glenwood Elementary",3.06406685236769,3.06406685236769,359
2021-08-27 19:16:04,"Linden Elementary",2.6,0.2,500
2021-08-27 19:16:04,"Willow Brook Elementary",11.6455696202532,0.759493670886076,395
2021-08-27 19:16:04,"Woodland Elementary",1.35746606334842,0.452488687782805,442
2021-08-27 19:16:04,"Jefferson Middle",3.82081686429513,0.263504611330698,759
2021-08-27 19:16:04,"Robertsville Middle",9.49105914718019,1.78817056396149,727
2021-08-27 19:16:04,"Oak Ridge High",2.0327868852459,0.983606557377049,1525
2021-08-27 19:16:04,"Secret City Academy",4,0,50
2021-08-27 19:16:04,"Totals for the District",4.28103236378533,0.962720196640721,4882
2021-08-28 01:16:05,"ORS Preschool",1.08108108108108,0,185
2021-08-28 01:16:05,"Glenwood Elementary",3.06406685236769,3.06406685236769,359
2021-08-28 01:16:05,"Linden Elementary",2.6,0.2,500
2021-08-28 01:16:05,"Willow Brook Elementary",11.6455696202532,0.759493670886076,395
2021-08-28 01:16:05,"Woodland Elementary",1.35746606334842,0.452488687782805,442
2021-08-28 01:16:05,"Jefferson Middle",3.82081686429513,0.263504611330698,759
2021-08-28 01:16:05,"Robertsville Middle",9.49105914718019,1.78817056396149,727
2021-08-28 01:16:05,"Oak Ridge High",2.0327868852459,0.983606557377049,1525
2021-08-28 01:16:05,"Secret City Academy",4,0,50
2021-08-28 01:16:05,"Totals for the District",4.28103236378533,0.962720196640721,4882
2021-08-28 07:16:04,"ORS Preschool",1.08108108108108,0,185
2021-08-28 07:16:04,"Glenwood Elementary",3.06406685236769,3.06406685236769,359
2021-08-28 07:16:04,"Linden Elementary",2.6,0.2,500
2021-08-28 07:16:04,"Willow Brook Elementary",11.6455696202532,0.759493670886076,395
2021-08-28 07:16:04,"Woodland Elementary",1.35746606334842,0.452488687782805,442
2021-08-28 07:16:04,"Jefferson Middle",3.82081686429513,0.263504611330698,759
2021-08-28 07:16:04,"Robertsville Middle",9.49105914718019,1.78817056396149,727
2021-08-28 07:16:04,"Oak Ridge High",2.0327868852459,0.983606557377049,1525
2021-08-28 07:16:04,"Secret City Academy",4,0,50
2021-08-28 07:16:04,"Totals for the District",4.28103236378533,0.962720196640721,4882
2021-08-28 13:16:04,"ORS Preschool",1.08108108108108,0,185
2021-08-28 13:16:04,"Glenwood Elementary",3.06406685236769,3.06406685236769,359
2021-08-28 13:16:04,"Linden Elementary",2.6,0.2,500
2021-08-28 13:16:04,"Willow Brook Elementary",11.6455696202532,0.759493670886076,395
2021-08-28 13:16:04,"Woodland Elementary",1.35746606334842,0.452488687782805,442
2021-08-28 13:16:04,"Jefferson Middle",3.82081686429513,0.263504611330698,759
2021-08-28 13:16:04,"Robertsville Middle",9.49105914718019,1.78817056396149,727
2021-08-28 13:16:04,"Oak Ridge High",2.0327868852459,0.983606557377049,1525
2021-08-28 13:16:04,"Secret City Academy",4,0,50
2021-08-28 13:16:04,"Totals for the District",4.28103236378533,0.962720196640721,4882
2021-08-28 19:16:04,"ORS Preschool",1.08108108108108,0,185
2021-08-28 19:16:04,"Glenwood Elementary",3.06406685236769,3.06406685236769,359
2021-08-28 19:16:04,"Linden Elementary",2.6,0.2,500
2021-08-28 19:16:04,"Willow Brook Elementary",11.6455696202532,0.759493670886076,395
2021-08-28 19:16:04,"Woodland Elementary",1.35746606334842,0.452488687782805,442
2021-08-28 19:16:04,"Jefferson Middle",3.82081686429513,0.263504611330698,759
2021-08-28 19:16:04,"Robertsville Middle",9.49105914718019,1.78817056396149,727
2021-08-28 19:16:04,"Oak Ridge High",2.0327868852459,0.983606557377049,1525
2021-08-28 19:16:04,"Secret City Academy",4,0,50
2021-08-28 19:16:04,"Totals for the District",4.28103236378533,0.962720196640721,4882
2021-08-29 01:16:05,"ORS Preschool",1.08108108108108,0,185
2021-08-29 01:16:05,"Glenwood Elementary",3.06406685236769,3.06406685236769,359
2021-08-29 01:16:05,"Linden Elementary",2.6,0.2,500
2021-08-29 01:16:05,"Willow Brook Elementary",11.6455696202532,0.759493670886076,395
2021-08-29 01:16:05,"Woodland Elementary",1.35746606334842,0.452488687782805,442
2021-08-29 01:16:05,"Jefferson Middle",3.82081686429513,0.263504611330698,759
2021-08-29 01:16:05,"Robertsville Middle",9.49105914718019,1.78817056396149,727
2021-08-29 01:16:05,"Oak Ridge High",2.0327868852459,0.983606557377049,1525
2021-08-29 01:16:05,"Secret City Academy",4,0,50
2021-08-29 01:16:05,"Totals for the District",4.28103236378533,0.962720196640721,4882
2021-08-29 07:16:05,"ORS Preschool",1.08108108108108,0,185
2021-08-29 07:16:05,"Glenwood Elementary",3.06406685236769,3.06406685236769,359
2021-08-29 07:16:05,"Linden Elementary",2.6,0.2,500
2021-08-29 07:16:05,"Willow Brook Elementary",11.6455696202532,0.759493670886076,395
2021-08-29 07:16:05,"Woodland Elementary",1.35746606334842,0.452488687782805,442
2021-08-29 07:16:05,"Jefferson Middle",3.82081686429513,0.263504611330698,759
2021-08-29 07:16:05,"Robertsville Middle",9.49105914718019,1.78817056396149,727
2021-08-29 07:16:05,"Oak Ridge High",2.0327868852459,0.983606557377049,1525
2021-08-29 07:16:05,"Secret City Academy",4,0,50
2021-08-29 07:16:05,"Totals for the District",4.28103236378533,0.962720196640721,4882
2021-08-29 13:16:02,"ORS Preschool",1.08108108108108,0,185
2021-08-29 13:16:02,"Glenwood Elementary",3.06406685236769,3.06406685236769,359
2021-08-29 13:16:02,"Linden Elementary",2.6,0.2,500
2021-08-29 13:16:02,"Willow Brook Elementary",11.6455696202532,0.759493670886076,395
2021-08-29 13:16:02,"Woodland Elementary",1.35746606334842,0.452488687782805,442
2021-08-29 13:16:02,"Jefferson Middle",3.82081686429513,0.263504611330698,759
2021-08-29 13:16:02,"Robertsville Middle",9.49105914718019,1.78817056396149,727
2021-08-29 13:16:02,"Oak Ridge High",2.0327868852459,0.983606557377049,1525
2021-08-29 13:16:02,"Secret City Academy",4,0,50
2021-08-29 13:16:02,"Totals for the District",4.28103236378533,0.962720196640721,4882
2021-08-29 19:16:04,"ORS Preschool",1.08108108108108,0,185
2021-08-29 19:16:04,"Glenwood Elementary",3.06406685236769,3.06406685236769,359
2021-08-29 19:16:04,"Linden Elementary",2.6,0.2,500
2021-08-29 19:16:04,"Willow Brook Elementary",11.6455696202532,0.759493670886076,395
2021-08-29 19:16:04,"Woodland Elementary",1.35746606334842,0.452488687782805,442
2021-08-29 19:16:04,"Jefferson Middle",3.82081686429513,0.263504611330698,759
2021-08-29 19:16:04,"Robertsville Middle",9.49105914718019,1.78817056396149,727
2021-08-29 19:16:04,"Oak Ridge High",2.0327868852459,0.983606557377049,1525
2021-08-29 19:16:04,"Secret City Academy",4,0,50
2021-08-29 19:16:04,"Totals for the District",4.28103236378533,0.962720196640721,4882
2021-08-30 01:16:06,"ORS Preschool",1.08108108108108,0,185
2021-08-30 01:16:06,"Glenwood Elementary",3.06406685236769,3.06406685236769,359
2021-08-30 01:16:06,"Linden Elementary",2.6,0.2,500
2021-08-30 01:16:06,"Willow Brook Elementary",11.6455696202532,0.759493670886076,395
2021-08-30 01:16:06,"Woodland Elementary",1.35746606334842,0.452488687782805,442
2021-08-30 01:16:06,"Jefferson Middle",3.82081686429513,0.263504611330698,759
2021-08-30 01:16:06,"Robertsville Middle",9.49105914718019,1.78817056396149,727
2021-08-30 01:16:06,"Oak Ridge High",2.0327868852459,0.983606557377049,1525
2021-08-30 01:16:06,"Secret City Academy",4,0,50
2021-08-30 01:16:06,"Totals for the District",4.28103236378533,0.962720196640721,4882
2021-08-30 07:16:04,"ORS Preschool",1.08108108108108,0,185
2021-08-30 07:16:04,"Glenwood Elementary",3.06406685236769,3.06406685236769,359
2021-08-30 07:16:04,"Linden Elementary",2.6,0.2,500
2021-08-30 07:16:04,"Willow Brook Elementary",11.6455696202532,0.759493670886076,395
2021-08-30 07:16:04,"Woodland Elementary",1.35746606334842,0.452488687782805,442
2021-08-30 07:16:04,"Jefferson Middle",3.82081686429513,0.263504611330698,759
